OBJECTID,Shape_Leng,Latitude,Longitude,Projection_y_coordinate,Projection_x_coordinate,tas_annual_baseline_81_00_media,tas_annual_01_20_median,tas_annual_change_01_20_median,tas_annual_change_15_median,tas_annual_change_20_median,tas_annual_change_25_median,tas_annual_change_30_median,tas_annual_change_40_median,tas_annual_baseline_81_00_upper,tas_annual_01_20_upper,tas_annual_change_01_20_upper,tas_annual_change_15_upper,tas_annual_change_20_upper,tas_annual_change_25_upper,tas_annual_change_30_upper,tas_annual_change_40_upper,tas_annual_baseline_81_00_lower,tas_annual_01_20_lower,tas_annual_change_01_20_lower,tas_annual_change_15_lower,tas_annual_change_20_lower,tas_annual_change_25_lower,tas_annual_change_30_lower,tas_annual_change_40_lower,SHAPE_Length,SHAPE_Area,,Comments,
498,48000,52.08369284,-4.59926378,246000,222000,9.718403863,10.41017958,0.691775716,0.964156643,1.476500806,1.879528925,2.259033565,3.053806759,9.72016276,10.60705946,0.886896701,1.27780506,1.700751695,1.95840376,2.499638414,3.456412657,9.717463108,10.31779514,0.600332031,0.852874194,1.26588676,1.776444589,2.09297123,2.807940538,48000,-144000000,,,
499,48000,52.08742241,-4.42430328,246000,234000,9.166737196,9.870137804,0.703400608,0.974432147,1.490293744,1.889848659,2.275048337,3.090233703,9.168703342,10.06003689,0.89133355,1.292751891,1.72427476,1.989027571,2.510889964,3.506572886,9.165026042,9.778492839,0.613466797,0.855632544,1.267084263,1.806077939,2.101134828,2.840557312,48000,-144000000,,,
500,48000,52.09089264,-4.24930572,246000,246000,8.905815158,9.623805339,0.71799018,0.995567143,1.505915088,1.911365198,2.305958891,3.137396053,8.909519857,9.810807292,0.901287435,1.317364418,1.765398918,2.032238162,2.543547195,3.570224325,8.903203125,9.527625868,0.624422743,0.872765739,1.27938226,1.850201125,2.117291047,2.895924221,48000,-144000000,,,
501,48000,52.09410318,-4.07427409,246000,258000,9.021317274,9.755855577,0.734538303,1.018643211,1.526135112,1.944816494,2.351887879,3.1694361,9.02488444,9.93874566,0.91386122,1.346007797,1.798880648,2.074712741,2.588063771,3.620690414,9.018196615,9.656499566,0.638302951,0.895940755,1.288199508,1.866909412,2.14506327,2.960056992,48000,-144000000,,,
502,48000,52.09705408,-3.89921068,246000,270000,8.273288303,9.025705838,0.752417535,1.030383637,1.55265222,1.978330595,2.392161407,3.210038959,8.278180339,9.202094184,0.923913845,1.372863705,1.834040954,2.11411324,2.639752242,3.660479136,8.270582682,8.914765082,0.6441824,0.931771143,1.297192977,1.885508329,2.184588655,3.019231874,48000,-144000000,,,
503,48000,52.09974501,-3.72411858,246000,282000,8.063592122,8.82678928,0.763197157,1.030784686,1.572812061,1.998564841,2.417393211,3.240891901,8.06914605,8.9933648,0.92421875,1.379351154,1.854287084,2.138191706,2.671261652,3.694287058,8.060683594,8.713810221,0.653126628,0.953508185,1.313724992,1.909420883,2.220378147,3.055852529,48000,-144000000,,,
504,48000,52.10217595,-3.54900077,246000,294000,8.110302192,8.88759847,0.777296278,1.034583075,1.595817651,2.022418051,2.439357613,3.270143875,8.117138672,9.045438911,0.928300239,1.382040757,1.867055432,2.144337488,2.697899202,3.729645906,8.10804796,8.769482422,0.661434462,0.964116133,1.337821542,1.933542235,2.251507937,3.083310495,48000,-144000000,,,
505,48000,52.10434694,-3.37385972,246000,306000,8.573916558,9.362111003,0.788194444,1.055300848,1.625391168,2.041594471,2.464810707,3.306051096,8.578610026,9.512648655,0.934038628,1.390379413,1.87996998,2.151256097,2.71829936,3.768800275,8.571142578,9.244646267,0.673503689,0.967379066,1.365277571,1.964097429,2.280976511,3.106459134,48000,-144000000,,,
506,48000,52.10625783,-3.19869779,246000,318000,8.751950412,9.539124349,0.787173937,1.078176257,1.661054287,2.062179711,2.502564394,3.349674492,8.757561849,9.687938368,0.930376519,1.399375594,1.89805491,2.168033492,2.751057142,3.823093016,8.748969184,9.432926432,0.683957248,0.976680669,1.381624349,1.984068339,2.312401595,3.140244037,48000,-144000000,,,
507,48000,52.10790945,-3.02351737,246000,330000,9.466216363,10.24091526,0.774698893,1.092173007,1.656695938,2.048043956,2.510306687,3.360489082,9.471235894,10.40705078,0.935814887,1.400062831,1.905837467,2.183529369,2.757788422,3.853235057,9.463488498,10.16261936,0.699130859,0.962990761,1.366083313,1.970574467,2.326422784,3.125918589,48000,-144000000,,,
508,48000,52.10930159,-2.84832135,246000,342000,9.67350803,10.45841092,0.784902886,1.114019304,1.670078926,2.064956649,2.526975731,3.367390951,9.679568142,10.63200087,0.952432726,1.417681672,1.914591807,2.202882409,2.769542927,3.870120546,9.669192708,10.37328559,0.704092882,0.97268875,1.351538318,1.964743097,2.342009962,3.140729838,48000,-144000000,,,
509,48000,52.11043314,-2.67311248,246000,354000,9.744072266,10.52942057,0.785348307,1.121678137,1.689151915,2.074226397,2.539179894,3.396220445,9.751396484,10.7244987,0.973102214,1.416690073,1.936334119,2.214630508,2.782051711,3.871571801,9.738914931,10.44809679,0.709181858,0.97770234,1.354089058,1.980012917,2.344746869,3.139229911,48000,-144000000,,,
510,48000,52.11130423,-2.49789373,246000,366000,9.751936306,10.5350548,0.78311849,1.133100431,1.711354089,2.093719024,2.552822136,3.42209917,9.756660156,10.73575521,0.979095052,1.424816572,1.949770999,2.238983962,2.809554915,3.899460669,9.747792969,10.46082899,0.713036024,0.984633763,1.361671214,1.989647404,2.356132709,3.154557705,48000,-144000000,,,
511,48000,52.11191444,-2.32266707,246000,378000,10.31368598,11.09057075,0.776884766,1.136254547,1.729277447,2.106907242,2.562735563,3.43694553,10.31832574,11.30547635,0.987150608,1.434909061,1.964202836,2.246372768,2.83635954,3.902854869,10.30953559,11.03314236,0.723606771,0.990460689,1.369081618,2.001468357,2.37239046,3.172241857,48000,-144000000,,,
512,48000,52.11226456,-2.14743496,246000,390000,10.30309896,11.06848633,0.76538737,1.137137638,1.729162223,2.110517966,2.559899089,3.433545852,10.30877387,11.28164605,0.972872179,1.417453084,1.946909671,2.227376354,2.835698578,3.880266307,10.29774414,11.01665799,0.718913845,0.986676381,1.364973338,1.99895668,2.362601273,3.16202877,48000,-144000000,,,
513,48000,52.11235429,-1.97220142,246000,402000,10.07598145,10.85100694,0.775025499,1.14558369,1.742141875,2.129870463,2.580386646,3.455069909,10.08095378,11.0806901,0.999736328,1.433606771,1.965621848,2.254909836,2.86338459,3.906903263,10.07201823,10.79244575,0.720427517,0.997915323,1.375955636,2.016703611,2.392352431,3.196536768,48000,-144000000,,,
514,48000,52.11218394,-1.79696827,246000,414000,9.848263889,10.62573188,0.77746799,1.148891705,1.751462622,2.142045666,2.594510582,3.467923797,9.854244792,10.86004883,1.005804036,1.440700748,1.97018255,2.268870649,2.875426174,3.9180956,9.844320747,10.56569119,0.721370443,1.007782118,1.377327939,2.022207445,2.406282345,3.218734086,48000,-144000000,,,
515,48000,52.11175317,-1.62173812,246000,426000,9.760321723,10.53616536,0.775843641,1.147048792,1.761636595,2.151444486,2.600087761,3.47802985,9.765304905,10.77245985,1.007154948,1.436890604,1.969887979,2.273784309,2.896300172,3.916732908,9.755759549,10.47448134,0.718721788,1.010497479,1.383935237,2.028966652,2.410395275,3.226310557,48000,-144000000,,,
516,48000,52.11106094,-1.44651406,246000,438000,9.301930881,10.083361,0.781430122,1.146332569,1.767430659,2.159785001,2.606442522,3.489651331,9.306704644,10.3231467,1.016442057,1.438249783,1.974197049,2.283778005,2.918929863,3.935685402,9.298671875,10.0275,0.728828125,1.015475674,1.391739521,2.03838304,2.427587167,3.235731337,48000,-144000000,,,
517,48000,52.11010815,-1.27129828,246000,450000,9.304696181,10.09769206,0.792995877,1.148689236,1.779755653,2.172404824,2.622764757,3.510028108,9.311434462,10.34259657,1.031162109,1.448872768,1.992224496,2.298312665,2.941118035,3.955941117,9.3021875,10.03024306,0.728055556,1.021201844,1.408618138,2.060990823,2.454568866,3.24958726,48000,-144000000,,,
518,48000,52.10889555,-1.09609369,246000,462000,9.278408746,10.08153429,0.803125543,1.158011636,1.792061167,2.189005818,2.64305013,3.533611059,9.285655382,10.33214627,1.046490885,1.463233145,2.01009962,2.324623843,2.962258185,3.976251447,9.274652778,10.00992622,0.735273437,1.027687355,1.42544679,2.078979983,2.48241924,3.265657552,48000,-144000000,,,
519,48000,52.1074228,-0.92090355,246000,474000,9.525109592,10.33266927,0.807559679,1.164916708,1.799802078,2.198838459,2.656294126,3.548779245,9.533468967,10.5865701,1.053101128,1.476526951,2.022601428,2.339340484,2.975747923,3.991192078,9.520416667,10.26434353,0.743926866,1.031907862,1.435691964,2.089124917,2.506842758,3.285499959,48000,-144000000,,,
520,48000,52.10568893,-0.74572912,246000,486000,9.81433431,10.62350857,0.809174262,1.164951224,1.799526574,2.200430101,2.659418506,3.552231213,9.821463759,10.87602214,1.054558377,1.482205688,2.023170831,2.350693618,2.980686746,4.000703693,9.808563368,10.55217665,0.743613281,1.031198382,1.443664125,2.09806744,2.52400773,3.300565321,48000,-144000000,,,
521,48000,52.10369536,-0.57057253,246000,498000,9.848889431,10.66092936,0.812039931,1.170289636,1.804993929,2.206613162,2.668531462,3.56095406,9.857237413,10.90999132,1.052753906,1.484114687,2.021114005,2.361708933,2.98557116,4.011051691,9.842458767,10.59016602,0.747707248,1.032129423,1.45296503,2.108873801,2.533981275,3.312790385,48000,-144000000,,,
522,48000,52.10144209,-0.39543891,246000,510000,9.861132813,10.67422526,0.813092448,1.171525194,1.803467934,2.211452081,2.671326575,3.562724558,9.869904514,10.92284071,1.052936198,1.490158937,2.013247354,2.366658089,2.991564153,4.019697421,9.856039497,10.60053602,0.744496528,1.033527922,1.463703704,2.114076244,2.5404765,3.328480799,48000,-144000000,,,
523,48000,52.09892841,-0.22032878,246000,522000,10.0098622,10.82642632,0.816564128,1.176742983,1.805009223,2.21575929,2.675134109,3.565286329,10.01925347,11.07449761,1.055244141,1.490561549,2.007429729,2.374007626,2.996212384,4.021841725,10.00597439,10.75737413,0.75139974,1.034765728,1.472391441,2.115083602,2.540226211,3.337462901,48000,-144000000,,,
524,48000,52.09615519,-0.04524528,246000,534000,10.04068902,10.85267904,0.811990017,1.171313709,1.794906452,2.20659885,2.654642831,3.544824245,10.04729384,11.08998155,1.042687717,1.465265584,1.970871724,2.358974661,2.980171854,4.00568132,10.03831163,10.78833659,0.750024957,1.026920263,1.470801505,2.093560061,2.508868841,3.320291005,48000,-144000000,,,
525,48000,52.09312216,0.12980697,246000,546000,9.988167318,10.79955621,0.811388889,1.173706287,1.796799458,2.210594721,2.660922671,3.547838077,9.996434462,11.04335286,1.046918403,1.481159423,1.985950262,2.366549272,2.994113033,4.013265026,9.985621745,10.73260634,0.746984592,1.036476676,1.475829148,2.111124287,2.529708943,3.34445142,48000,-144000000,,,
526,48000,52.08982972,0.3048268,246000,558000,9.678220486,10.49641439,0.818193902,1.180268684,1.813044162,2.226173916,2.675820183,3.567617988,9.687558594,10.74730903,1.059750434,1.500866557,2.011371063,2.383942316,3.017428592,4.035497582,9.676290148,10.42977214,0.753481988,1.053775938,1.49671627,2.129081825,2.553534123,3.37390036,48000,-144000000,,,
527,48000,52.08627792,0.47981162,246000,570000,9.609077148,10.43583279,0.826755642,1.185154752,1.817199229,2.231948294,2.677236586,3.570995525,9.617827691,10.67354601,1.055718316,1.511566169,2.019262928,2.391479311,3.027515811,4.04687345,9.60539605,10.35488281,0.749486762,1.054304677,1.504119544,2.133142723,2.555989118,3.388340722,48000,-144000000,,,
528,48000,52.08246671,0.65475873,246000,582000,9.818606771,10.64501194,0.826405165,1.18367761,1.803893513,2.221258138,2.654195912,3.54612098,9.827564019,10.87537543,1.047811415,1.499802156,1.999317491,2.379230944,3.013211857,4.037468843,9.814636502,10.55671658,0.742080078,1.050599992,1.501162574,2.11307209,2.535106233,3.3798948,48000,-144000000,,,
529,48000,52.07839623,0.82966576,246000,594000,9.872284071,10.7042003,0.831916233,1.194716409,1.813224181,2.224618934,2.655821811,3.541564696,9.880756293,10.93094076,1.050184462,1.496981957,1.995057767,2.380987362,3.01465748,4.041515532,9.869556207,10.61695095,0.747394748,1.049175399,1.503049252,2.105047175,2.526351738,3.378087849,48000,-144000000,,,
530,48000,52.07406581,1.00452892,246000,606000,9.921893989,10.75374186,0.831847873,1.188375961,1.797534516,2.210042085,2.62811464,3.509845119,9.931496311,10.96881293,1.037316623,1.478511853,1.972555339,2.366636801,2.993520224,4.019669364,9.920375434,10.65832248,0.737947049,1.045146174,1.485930731,2.093709749,2.511135964,3.369087973,48000,-144000000,,,
531,48000,52.06947632,1.17934627,246000,618000,10.27794705,11.1044694,0.826522352,1.179337798,1.778127351,2.19357626,2.588982747,3.456466006,10.28471463,11.30158854,1.016873915,1.437744089,1.919062293,2.335599372,2.957814877,3.977281023,10.27611111,11.00441406,0.728302951,1.027659867,1.465943907,2.048188347,2.451999525,3.323163546,48000,-144000000,,,
532,48000,52.06462862,1.35411643,246000,630000,10.32331272,11.12996039,0.806647678,1.15679021,1.741202257,2.139753173,2.522086382,3.380534552,10.32743924,11.32149089,0.994051649,1.384163463,1.85775804,2.279982742,2.897759383,3.902083127,10.32062283,11.02829861,0.707675781,0.999762008,1.433393322,1.988367746,2.379929005,3.254507378,48000,-144000000,,,
533,48000,52.05952278,1.52883664,246000,642000,10.39679362,11.20343424,0.806640625,1.156856864,1.740440125,2.139520244,2.517607577,3.374883639,10.40095812,11.39493815,0.993980035,1.389174417,1.862328766,2.271794912,2.899083581,3.89656622,10.39396267,11.10238281,0.708420139,0.998169023,1.42853619,1.987802993,2.376057374,3.249762525,48000,-144000000,,,
534,48000,52.19146826,-4.60554728,258000,222000,9.939862196,10.63535319,0.695490994,0.965109075,1.481122323,1.878085085,2.261390026,3.058051086,9.941666667,10.8267513,0.885084635,1.279424965,1.699512442,1.958604032,2.494623791,3.464027571,9.937829861,10.53657552,0.59874566,0.851011491,1.266761533,1.778539497,2.097136398,2.809546648,48000,-144000000,,,
535,48000,52.19521256,-4.4301649,258000,234000,9.271769748,9.964919162,0.693149414,0.959469918,1.479258898,1.872723653,2.255349677,3.040399151,9.274827474,10.15317925,0.87835178,1.271619699,1.684794043,1.937292442,2.478104435,3.441558676,9.270099826,9.858832465,0.588732639,0.8483122,1.267410456,1.761164435,2.098473617,2.78922433,48000,-144000000,,,
536,48000,52.19869623,-4.25474541,258000,246000,9.112781576,9.818339844,0.705558268,0.972328585,1.488165122,1.88401716,2.256691933,3.065212002,9.115414497,10.01310547,0.897690972,1.291004981,1.704054853,1.973028067,2.500743738,3.466779721,9.109966363,9.711922743,0.60195638,0.8453589,1.266016555,1.79142449,2.103439877,2.822556682,48000,-144000000,,,
537,48000,52.20191925,-4.07929116,258000,258000,9.027020128,9.756935764,0.729915636,1.003982825,1.51498189,1.924446834,2.307662864,3.133066897,9.031784939,9.947330729,0.91554579,1.334896453,1.762648138,2.033848328,2.555256231,3.540623889,9.024318576,9.648543837,0.62422526,0.8815594,1.270538143,1.852169467,2.134014964,2.918477596,48000,-144000000,,,
538,48000,52.20488169,-3.90380502,258000,270000,8.154805773,8.905583496,0.750777724,1.020495011,1.546746226,1.974208494,2.376688148,3.191736305,8.161297201,9.086434462,0.925137261,1.374546493,1.82661076,2.102458147,2.626525478,3.633124897,8.151196832,8.785953776,0.634756944,0.925932798,1.297531002,1.888054729,2.183816086,3.012247489,48000,-144000000,,,
539,48000,52.20758318,-3.72828994,258000,282000,7.317435167,8.084841309,0.767406141,1.032375979,1.571337426,2.002495066,2.420572891,3.234439381,7.323213976,8.252231988,0.929018012,1.390478309,1.864975663,2.139247117,2.679267681,3.700401062,7.312746311,7.957241211,0.6444949,0.95307519,1.319912445,1.918353562,2.231888693,3.06961666,48000,-144000000,,,
540,48000,52.2100234,-3.55274926,258000,294000,8.04230089,8.823414985,0.781114095,1.035693773,1.594075017,2.017983825,2.439219499,3.266702332,8.047524414,8.975545247,0.928020833,1.390368924,1.873291274,2.142103278,2.696349594,3.737238137,8.038710938,8.693309462,0.654598524,0.968658312,1.340451492,1.939567936,2.259949777,3.095984494,48000,-144000000,,,
541,48000,52.21220295,-3.37718454,258000,306000,8.884637587,9.671936849,0.787299262,1.044933979,1.622478273,2.038551716,2.46081636,3.304942,8.88886122,9.818973524,0.930112305,1.396062541,1.884807891,2.149670242,2.714074358,3.76117898,8.880709635,9.547280816,0.666571181,0.974903687,1.365143591,1.965318235,2.286061301,3.122803819,48000,-144000000,,,
542,48000,52.21412159,-3.20159729,258000,318000,8.077085775,8.863872342,0.786786567,1.067524595,1.651469455,2.054830135,2.489862829,3.338252793,8.083136936,9.014405382,0.931268446,1.401633081,1.897796069,2.161995133,2.734153491,3.80794307,8.075033637,8.753556858,0.67852322,0.975948893,1.376632099,1.977445385,2.312748326,3.139573232,48000,-144000000,,,
543,48000,52.21577937,-3.02599295,258000,330000,9.00673584,9.786512044,0.779776204,1.084509587,1.6562817,2.053337054,2.504129503,3.356114147,9.011071506,9.941239149,0.930167643,1.401602028,1.904808666,2.177635634,2.727753855,3.835305525,9.003297526,9.70015842,0.696860894,0.96754472,1.362540793,1.969028475,2.323604136,3.128393348,48000,-144000000,,,
544,48000,52.21717647,-2.85037467,258000,342000,9.621593967,10.40133518,0.779741211,1.104229084,1.66221535,2.059424371,2.512994688,3.361319548,9.627909071,10.56884223,0.94093316,1.412687769,1.908294788,2.19228836,2.753277736,3.856459367,9.618854167,10.32113173,0.702277561,0.966778015,1.357469411,1.966462054,2.330762959,3.122283968,48000,-144000000,,,
545,48000,52.21831293,-2.674742,258000,354000,9.405610352,10.18940375,0.783793403,1.121326497,1.680259435,2.071264933,2.529313564,3.384594236,9.409408637,10.3684158,0.959007161,1.420476914,1.92352136,2.201947545,2.768484571,3.865824808,9.402122396,10.1038303,0.701707899,0.981482308,1.365182498,1.97640935,2.343412182,3.132218089,48000,-144000000,,,
546,48000,52.2191872,-2.49909928,258000,366000,9.358840603,10.14445855,0.785617947,1.135388507,1.707575386,2.089867596,2.547974615,3.412787879,9.362459852,10.33164822,0.969188368,1.423401176,1.940158007,2.22702567,2.794602348,3.885286665,9.355309245,10.06129774,0.705988498,0.986502511,1.367062975,1.982372789,2.35612067,3.151035208,48000,-144000000,,,
547,48000,52.21979986,-2.32344919,258000,378000,10.05994466,10.84687609,0.786931424,1.138583752,1.730593946,2.112321041,2.565809772,3.43718409,10.0646072,11.0403928,0.97578559,1.436380467,1.957315538,2.244463046,2.836250517,3.895706277,10.05553168,10.77608181,0.72055013,0.991460813,1.372720424,2.002525732,2.369116495,3.177255704,48000,-144000000,,,
548,48000,52.22015139,-2.14779333,258000,390000,10.12122342,10.9083724,0.78714898,1.140326038,1.737956763,2.120678788,2.570977079,3.442053261,10.12751302,11.11736328,0.98985026,1.44536634,1.969167183,2.251546689,2.85307767,3.902103588,10.11605035,10.84104818,0.72499783,0.996760034,1.364643581,2.001937934,2.387127046,3.187770492,48000,-144000000,,,
549,48000,52.22024138,-1.97213521,258000,402000,9.893996311,10.68072374,0.786727431,1.146046808,1.74568579,2.128796503,2.5790679,3.452780284,9.899282769,10.89409939,0.994816623,1.435289662,1.968934668,2.252262886,2.869018736,3.905792979,9.889660373,10.61755425,0.72789388,1.000467045,1.368467055,2.005216807,2.389296152,3.200430876,48000,-144000000,,,
